Date,Open,High,Low,Close,Volume
27-Oct-03,1522.05,1524.05,1482,1485.3,135062137
28-Oct-03,1485.45,1500.8,1471.3,1481.75,138887809
29-Oct-03,1481.3,1501.7,1477.1,1498.45,134071278
30-Oct-03,1499.25,1524.25,1495.8,1516.85,202265871
31-Oct-03,1517.1,1559.75,1515.55,1555.9,154475544
03-Nov-03,1556.5,1605.6,1556.5,1601.65,151954886
04-Nov-03,1601.3,1626.4,1601.3,1618.7,205241333
05-Nov-03,1618.7,1627.6,1592.55,1609.15,151581079
06-Nov-03,1610.55,1630.25,1605.4,1612.2,174022088
07-Nov-03,1612.1,1624.5,1585.35,1592.05,138361140
10-Nov-03,1603.55,1603.65,1568.1,1594.5,62348347
11-Nov-03,1594.5,1608.85,1590.95,1601.15,108535273
12-Nov-03,1601.3,1617.75,1598,1603.8,107391704
13-Nov-03,1610.4,1616.15,1573.6,1579.95,108845195
14-Nov-03,1577.2,1580.3,1544.75,1550.45,109485525
15-Nov-03,1549.65,1571.3,1542,1562.8,37842102
17-Nov-03,1563.1,1584.75,1554.4,1579.9,89944517
18-Nov-03,1579.15,1591.25,1557.2,1564.4,106234569
19-Nov-03,1563.95,1564,1534.35,1540.6,110695451
20-Nov-03,1542.85,1558.15,1517.9,1522.3,112465566
21-Nov-03,1520.4,1547,1509.15,1540.7,112861081
24-Nov-03,1541.35,1554.05,1536.5,1543.9,116684453
25-Nov-03,1543.95,1572.05,1543.95,1568.65,95578818
27-Nov-03,1568.85,1602.6,1568.7,1598.35,113548508
28-Nov-03,1598.55,1618.95,1598.55,1615.25,99391295
01-Dec-03,1615.85,1660.55,1615.7,1657.65,110444045
02-Dec-03,1657.65,1671.85,1639.65,1658.5,117862704
03-Dec-03,1660.7,1676.2,1655.9,1670.5,97016649
04-Dec-03,1670.65,1683.75,1656.1,1675.2,103573662
05-Dec-03,1675.5,1688.25,1642.05,1645.8,100930848
08-Dec-03,1644.85,1654.35,1631.85,1646.25,95772821
09-Dec-03,1646.4,1677.9,1646.4,1675.85,82349571
10-Dec-03,1675.75,1697.3,1672.65,1686.9,102329931
11-Dec-03,1688.35,1701.7,1678.35,1695.4,85832630
12-Dec-03,1695.8,1705.95,1686.45,1698.9,95310528
15-Dec-03,1699.7,1728,1699.7,1723.95,99575076
16-Dec-03,1723.9,1740.3,1711.3,1736.25,105562816
17-Dec-03,1736.35,1746.2,1725.4,1733.25,101347785
18-Dec-03,1733.2,1759,1725.85,1756.1,114569624
19-Dec-03,1757,1783.7,1755.4,1778.55,140662197
22-Dec-03,1778.85,1794.3,1778.4,1789.15,93942619
23-Dec-03,1789.1,1800.9,1751.05,1780.3,85978089
24-Dec-03,1788.45,1815.6,1780.3,1808.7,134998248
26-Dec-03,1804.7,1840.35,1804.7,1837.05,114224183
29-Dec-03,1838.05,1876,1837.65,1874.05,98547463
30-Dec-03,1878.9,1914.4,1858.55,1873.25,149042440
31-Dec-03,1868.9,1895.65,1852.5,1879.75,114764846
01-Jan-04,1880.35,1917.05,1880.35,1912.25,102551958
02-Jan-04,1912.25,1951.7,1911.05,1946.05,117079420
05-Jan-04,1946.3,1969.2,1930.75,1955,129703252
06-Jan-04,1955.1,1979.05,1908.75,1926.7,124014883
07-Jan-04,1927.95,1930.95,1888.1,1916.75,119197257
08-Jan-04,1918.1,1973.45,1918.1,1968.55,115681568
09-Jan-04,1969,2014.65,1957.45,1971.9,153058574
12-Jan-04,1972,1980.55,1936.75,1945.6,116680396
13-Jan-04,1944.7,1967.85,1926.1,1963.6,109878698
14-Jan-04,1987.4,1995.2,1970.1,1982.15,113207896
15-Jan-04,1983.2,2000.3,1933.25,1944.45,121984544
16-Jan-04,1944.15,1953.05,1887.1,1900.65,122454732
19-Jan-04,1901.9,1943.1,1874.95,1935.35,120699191
20-Jan-04,1928.8,1957.65,1876.85,1893.25,137946936
21-Jan-04,1895.45,1899.55,1811.35,1824.6,142236140
22-Jan-04,1824.7,1854.55,1756.25,1770.5,164347974
23-Jan-04,1771.1,1858.5,1771.1,1847.55,130354915
27-Jan-04,1847.9,1911.3,1844.65,1904.7,127781806
28-Jan-04,1903.9,1918.45,1846.35,1863.1,153540516
29-Jan-04,1863,1883.1,1827.25,1843.6,158143479
30-Jan-04,1843.7,1860.4,1804.3,1809.75,137217319
03-Feb-04,1809.3,1815.95,1755.65,1769,142154231
04-Feb-04,1769.1,1829.65,1761.75,1822.2,152457977
05-Feb-04,1823.5,1846.75,1787.15,1804.5,152934389
06-Feb-04,1804.35,1837.95,1797.95,1833.65,119124927
09-Feb-04,1834.9,1885.2,1833.05,1880.7,102126031
10-Feb-04,1880.85,1897,1861.65,1880.75,130427516
11-Feb-04,1891.8,1894.8,1874.5,1891.5,110956963
12-Feb-04,1892.2,1906.1,1869.25,1885.3,109930676
13-Feb-04,1875.6,1916.2,1873.25,1913.6,123505334
16-Feb-04,1914.45,1929.5,1909.45,1913.55,116669614
17-Feb-04,1913.55,1926.15,1905.5,1920.1,122676414
18-Feb-04,1920,1935.8,1912.6,1916.45,109066831
19-Feb-04,1916.65,1919.7,1851.8,1858.3,140471420
20-Feb-04,1858.25,1872.85,1831.15,1852.65,130222046
23-Feb-04,1853,1867.25,1800.2,1808.2,99793235
24-Feb-04,1808.4,1826.85,1780.35,1821.35,132737579
25-Feb-04,1833.65,1834.1,1779,1786.8,102770698
26-Feb-04,1787.45,1818.6,1760.55,1765.8,114138836
27-Feb-04,1765.9,1807.45,1763.95,1800.3,128743251
01-Mar-04,1798.35,1856.45,1795.35,1852.7,113700489
03-Mar-04,1852.45,1868.25,1842.45,1860.4,133763488
04-Mar-04,1859.3,1867.95,1831.2,1843.85,112524143
05-Mar-04,1843.9,1871.1,1843.9,1867.7,116411628
08-Mar-04,1868.15,1891.95,1867.95,1885.25,129103983
09-Mar-04,1884.5,1898.7,1843,1866.05,127687024
10-Mar-04,1866.3,1866.4,1835.8,1844.35,131854116
11-Mar-04,1843.95,1843.95,1798.45,1805.4,116657246
12-Mar-04,1805.2,1820.95,1775.9,1812.2,126013646
15-Mar-04,1812.45,1836,1751.8,1763.4,134128305
16-Mar-04,1763.35,1769.5,1730.1,1749.35,145237359
17-Mar-04,1749.6,1765.05,1738.85,1749.85,98285659
18-Mar-04,1750,1754.95,1708.3,1716.65,99544763
19-Mar-04,1716.3,1738.6,1703.55,1725.1,98828472
22-Mar-04,1726.3,1726.35,1678.4,1685,89144358
23-Mar-04,1685.15,1710.45,1669.7,1696.4,99199995
24-Mar-04,1697.4,1700.65,1676.4,1692.1,88912964
25-Mar-04,1691.95,1720.65,1691.95,1704.45,108540393
26-Mar-04,1704.45,1755.45,1703.8,1747.5,107611073
29-Mar-04,1747.35,1766.15,1739.5,1762.05,81094296
30-Mar-04,1762.15,1775.4,1746.25,1750.15,88665735
31-Mar-04,1744.6,1775.3,1740.2,1771.9,93070841
01-Apr-04,1771.45,1823.05,1771.45,1819.65,111071273
02-Apr-04,1856.1,1856.3,1809,1841.1,118736971
05-Apr-04,1841.1,1878.8,1840,1856.6,102595126
06-Apr-04,1870.8,1876.15,1836.9,1851.15,109408750
07-Apr-04,1856.4,1865.2,1833.95,1848.7,86260745
08-Apr-04,1854,1864.95,1839.7,1853.55,93980684
12-Apr-04,1860.3,1873.75,1828.95,1838.2,80205015
13-Apr-04,1838.5,1885.15,1819.8,1878.45,85830602
15-Apr-04,1878.5,1884.5,1855,1861.95,112263936
16-Apr-04,1863.85,1882.55,1861.8,1868.95,83291614
17-Apr-04,1869.2,1875.95,1864.95,1868.1,23013538
19-Apr-04,1868.2,1876.2,1837.4,1844.05,93078338
20-Apr-04,1844.4,1851,1832,1844.25,102774012
21-Apr-04,1844.35,1876,1838.6,1873.35,114885658
22-Apr-04,1873.55,1894.6,1871,1889.55,116776999
23-Apr-04,1890.85,1912.35,1885.75,1892.45,127538156
27-Apr-04,1890.05,1893.1,1814,1817.25,120420688
28-Apr-04,1819,1833.95,1801.8,1816.55,117150482
29-Apr-04,1816.7,1818.9,1793.1,1808.95,136948059
30-Apr-04,1820.55,1841.45,1788.3,1796.1,105820820
03-May-04,1796.1,1801.45,1742.8,1766.7,105961228
04-May-04,1769.1,1803.15,1768.8,1793.1,89713100
05-May-04,1789.45,1814.35,1788.1,1809.9,76697398
06-May-04,1810.3,1837.95,1810.3,1832.8,83788972
07-May-04,1832.85,1833.15,1796.95,1804.45,84070586
10-May-04,1804.4,1804.4,1753.8,1769.1,98002184
11-May-04,1768.7,1768.7,1692.9,1699.45,98598870
12-May-04,1699.25,1721.35,1689.85,1711.1,106577371
13-May-04,1707.95,1750.3,1625.1,1717.5,155582005
14-May-04,1717.05,1722.8,1566.95,1582.4,177163472
17-May-04,1582.5,1583.8,1292.2,1388.75,114967105
18-May-04,1392.95,1517.6,1389.65,1503.95,148414213
19-May-04,1508.05,1576.05,1508.05,1567.85,141941997
20-May-04,1566.5,1591.05,1531.3,1543.85,134939278
21-May-04,1545.05,1566.15,1498.1,1560.2,113119146
24-May-04,1563.65,1613.6,1563.05,1608.85,93125853
25-May-04,1608.9,1621.45,1566.4,1606.7,101368524
26-May-04,1608.15,1625.7,1587,1598.8,101450235
27-May-04,1590.15,1606,1576.05,1586.4,101143246
28-May-04,1586.35,1587.1,1504,1508.75,134295973
31-May-04,1507.05,1509.05,1456.2,1483.6,127192663
01-Jun-04,1483.9,1529.6,1483.9,1507.9,107046479
02-Jun-04,1508,1543.3,1508,1535.2,87161946
03-Jun-04,1535.8,1566.5,1484.5,1495.1,112497745
04-Jun-04,1494.85,1527,1480.8,1521.1,106871617
07-Jun-04,1521.6,1557.5,1521.6,1542.55,105183587
08-Jun-04,1542.6,1557,1526.45,1550.55,91169729
09-Jun-04,1550.45,1561.6,1541.6,1548.3,93462741
10-Jun-04,1547.7,1552.75,1535,1544.75,78627977
11-Jun-04,1544.95,1547.4,1504.8,1508.45,85740531
14-Jun-04,1508.15,1509.6,1474.65,1481.35,96831363
15-Jun-04,1481.45,1507.85,1481,1501,97738521
16-Jun-04,1500.95,1525.2,1490.45,1494.75,88673485
17-Jun-04,1494.7,1519.2,1482.2,1512.05,88057448
18-Jun-04,1511.95,1515.05,1485.05,1491.2,89863436
21-Jun-04,1490.75,1499.8,1478.85,1482,80291533
22-Jun-04,1482.85,1489.6,1467.65,1474.7,90058699
23-Jun-04,1474.8,1481.45,1442.55,1446.1,102698050
24-Jun-04,1445.35,1474.3,1437.9,1470.75,136457145
25-Jun-04,1471.5,1494,1459.55,1488.5,148717352
28-Jun-04,1488.6,1516.95,1488.6,1514.35,127919681
29-Jun-04,1514.35,1528.5,1503.3,1518.3,135420339
30-Jun-04,1518.7,1532.15,1501.7,1505.6,132032819
01-Jul-04,1506.65,1539.15,1504.55,1537.2,113007107
02-Jul-04,1537.05,1547.65,1516.15,1537.5,127491075
05-Jul-04,1537.55,1546,1522.9,1526.85,101154967
06-Jul-04,1526.65,1561,1524.15,1558.25,131317837
07-Jul-04,1558.05,1578.5,1551.35,1566.8,159590341
08-Jul-04,1567.25,1586.55,1504.5,1518.15,204439801
09-Jul-04,1517.45,1557.75,1472.55,1553.2,104348113
12-Jul-04,1548.6,1562.8,1537.7,1556.95,82414320
13-Jul-04,1560,1569.75,1530.6,1539.3,79361213
14-Jul-04,1535.1,1552.25,1519.35,1522.75,109996034
15-Jul-04,1523.1,1543.25,1517.8,1539.4,141173783
16-Jul-04,1538.15,1562,1533.65,1558.8,138318933
19-Jul-04,1559.2,1582.35,1556.55,1571.6,112369129
20-Jul-04,1571.7,1581.05,1555.55,1566.1,121193509
21-Jul-04,1566.15,1600.7,1562.9,1581.4,112756067
22-Jul-04,1581.6,1609.55,1580.95,1598.1,170678158
23-Jul-04,1587.6,1610.85,1587.6,1601.6,152832431
26-Jul-04,1602.15,1620.35,1584.65,1618,138957185
27-Jul-04,1617.95,1629.35,1597.2,1600.75,167540739
28-Jul-04,1600.85,1609.45,1586.15,1594.15,147021678
29-Jul-04,1594.7,1624.3,1590.15,1618.7,167182154
30-Jul-04,1618.9,1638.7,1609.9,1632.3,150998622
02-Aug-04,1631.55,1643.8,1627.25,1639.05,96477681
03-Aug-04,1639.95,1648.35,1626.3,1630.6,135832403
04-Aug-04,1631.3,1635.95,1618.2,1626.55,105081166
05-Aug-04,1626.4,1656.25,1626.4,1654.95,134331831
06-Aug-04,1654.85,1658.7,1626.7,1633.4,141536623
09-Aug-04,1633.25,1644.4,1617.05,1642.6,107649584
10-Aug-04,1642.75,1656.6,1637.7,1652.15,120498596
11-Aug-04,1652.1,1658.9,1616.85,1621.6,138797784
12-Aug-04,1624.3,1629.15,1599.5,1607.2,125121830
13-Aug-04,1598.2,1612.7,1591.6,1598.2,110483689
16-Aug-04,1597.5,1603.2,1582.35,1599.15,142520329
17-Aug-04,1624,1628.45,1597.45,1604.35,139522764
18-Aug-04,1604.15,1604.15,1577.25,1581.8,105910219
19-Aug-04,1581.9,1612.5,1581.9,1609.2,111167429
20-Aug-04,1609.2,1610.6,1584.05,1590.35,108919261
23-Aug-04,1590.9,1595.55,1573.7,1578.2,128548070
24-Aug-04,1578.2,1597.9,1578.05,1591.6,94198546
25-Aug-04,1592.2,1598.55,1586.35,1595.7,70779892
26-Aug-04,1595.75,1613.25,1593.45,1610.75,96018805
27-Aug-04,1610.85,1617.25,1600.15,1609,66373587
30-Aug-04,1609.45,1629.9,1609.2,1628.45,62840641
31-Aug-04,1628.5,1634.8,1618.3,1631.75,92193309
01-Sep-04,1631.7,1640.55,1631.1,1635.45,80868524
02-Sep-04,1635.5,1641.25,1619.9,1629.3,73762856
03-Sep-04,1629.65,1636.1,1622.1,1634.1,81209846
06-Sep-04,1634.6,1649.15,1634.45,1644,68876077
07-Sep-04,1643.95,1653.15,1641.8,1650.15,73203629
08-Sep-04,1650.6,1658.85,1648.25,1656.25,75592478
09-Sep-04,1656.25,1662.4,1640.25,1649,86876535
10-Sep-04,1649.45,1670.95,1642.35,1668.75,78599722
13-Sep-04,1668.25,1681.75,1668.05,1675.2,81533998
14-Sep-04,1675.2,1686.8,1668.45,1685.55,90528039
15-Sep-04,1685.7,1694.45,1675.85,1683.2,104918054
16-Sep-04,1683.6,1708,1677.35,1705.7,139089131
17-Sep-04,1702.7,1736.4,1702.7,1733.65,159703813
20-Sep-04,1734.05,1741.55,1725.3,1728.8,132546554
21-Sep-04,1728.75,1753,1724.7,1750.2,122449459
22-Sep-04,1749.75,1760.8,1736.3,1753.9,123805174
23-Sep-04,1753.1,1753.15,1723.4,1726.15,142285668
24-Sep-04,1726.15,1736.9,1717.2,1722.5,101667012
27-Sep-04,1722.4,1726.15,1707.95,1717.5,81158865
28-Sep-04,1717.45,1717.9,1697.4,1700.25,98870177
29-Sep-04,1700.55,1730.3,1695.7,1727.95,144119600
30-Sep-04,1728.3,1748.2,1728.2,1745.5,125084761
01-Oct-04,1744.4,1778.65,1737.85,1775.15,95830753
04-Oct-04,1776.75,1813.9,1775.45,1805.65,94391831
05-Oct-04,1805.85,1816.55,1798.6,1812.45,96076661
06-Oct-04,1811.7,1824.8,1790.6,1794.9,106347877
07-Oct-04,1793,1821.85,1793,1815.7,90730956
08-Oct-04,1815.65,1825.15,1808.75,1820.2,94300969
09-Oct-04,1812.85,1824.9,1812.8,1817.8,25796168
11-Oct-04,1817.85,1829.45,1803.5,1807.75,71941685
12-Oct-04,1808.45,1820.9,1783.05,1786.9,87627308
14-Oct-04,1784.8,1805.7,1773,1794.75,96789923
15-Oct-04,1794.8,1814.05,1789.55,1795,82579352
18-Oct-04,1796.05,1806.15,1782.95,1786,64342310
19-Oct-04,1787.2,1813.9,1787.2,1808.4,73752799
20-Oct-04,1808.6,1815.2,1785.45,1790.05,80483375
21-Oct-04,1790.35,1795.4,1772.4,1779.75,69150111
25-Oct-04,1780,1783.55,1753.5,1757.25,78085684
26-Oct-04,1777.85,1782.1,1750.3,1781.05,99726392
27-Oct-04,1781.15,1797.55,1774.2,1783.85,87521515
28-Oct-04,1783.9,1808.15,1783.9,1800.1,113058113
29-Oct-04,1800.85,1808.85,1783.1,1786.9,125107570
01-Nov-04,1787.3,1800.25,1776.7,1797.75,79012229
02-Nov-04,1798.3,1817.1,1798.3,1813.7,76288479
03-Nov-04,1814.15,1838.4,1814.15,1837.4,86217947
04-Nov-04,1837.8,1853.05,1830.5,1834.85,85025973
05-Nov-04,1836.05,1854.4,1836,1852.3,63624259
08-Nov-04,1852.45,1871.05,1852.45,1862.8,63019704
09-Nov-04,1863.55,1869.45,1853.45,1858.75,63300470
10-Nov-04,1859.65,1878.2,1857.7,1876.1,71714188
11-Nov-04,1876.45,1884.65,1866.95,1870.55,58868131
12-Nov-04,1871.9,1885.05,1866.75,1872.95,21421309
16-Nov-04,1872.8,1881.4,1862.8,1879,68597061
17-Nov-04,1879.05,1892.15,1874.35,1888.65,77652189
18-Nov-04,1890.45,1895.3,1880.8,1892.05,91092186
19-Nov-04,1891.95,1898.15,1869.35,1872.35,83053004
22-Nov-04,1872.55,1878.05,1845.1,1873.35,73274594
23-Nov-04,1873.35,1900.05,1873.35,1892.6,82131852
24-Nov-04,1893.15,1907.35,1889.85,1904.05,65665293
25-Nov-04,1904.25,1915.8,1892.6,1901.05,105457319
29-Nov-04,1899.3,1942.95,1894.6,1939.65,110660425
30-Nov-04,1940.25,1963.8,1940.25,1958.8,119046574
01-Dec-04,1960.75,1971.6,1944.5,1962.05,114582297
02-Dec-04,1962.75,2001.55,1962.75,1999,131745401
03-Dec-04,1991.9,2011.9,1990.3,1996.2,111129666
06-Dec-04,1996.3,2012.25,1989.95,1993.15,103216603
07-Dec-04,1990.6,2002.6,1981.15,1992.7,91427830
08-Dec-04,1994.15,2009.7,1973.15,1977.95,101909462
09-Dec-04,1977.8,1995.7,1964.5,1989.95,87016756
10-Dec-04,1990.2,1999.7,1964.65,1969,86928429
13-Dec-04,1970.6,1987,1964.8,1985.35,68234148
14-Dec-04,1985.2,2008.8,1972.85,2006.8,80092685
15-Dec-04,2006.8,2034.35,2006.8,2028.7,86232934
16-Dec-04,2028.8,2039.2,2019.5,2033.2,76507235
17-Dec-04,2032.85,2037.7,2007.2,2012.1,86236837
20-Dec-04,2012.5,2029.5,2007.15,2026.85,83223264
21-Dec-04,2027.8,2047.5,2025.25,2044.65,73293290
22-Dec-04,2040.6,2053.9,2029.85,2035.35,75621797
23-Dec-04,2035.6,2049.3,2031.9,2045.15,57029880
24-Dec-04,2045.35,2065.6,2045.3,2062.7,68446068
27-Dec-04,2061.6,2079.05,2046.25,2062.6,73520453
28-Dec-04,2063.6,2074.6,2060.05,2071.35,85664006
29-Dec-04,2071.55,2086.15,2062.35,2069.6,68714648
30-Dec-04,2070.55,2088.45,2052.25,2059.8,79260391
31-Dec-04,2059.85,2083,2059.85,2080.5,60138542
03-Jan-05,2080,2118.6,2080,2115,70506865
04-Jan-05,2116.95,2120.15,2100.55,2103.75,72718302
05-Jan-05,2103.75,2105.1,1990.15,2032.2,109223487
06-Jan-05,2031.55,2035.65,1984.25,1998.35,94321939
07-Jan-05,1998.25,2021.45,1992.55,2015.5,76285818
10-Jan-05,2016.75,2025.9,1974.8,1982,75659206
11-Jan-05,1982.7,1988.9,1947.35,1952.05,70270295
12-Jan-05,1953.6,1966.65,1900.85,1913.6,85040272
13-Jan-05,1922.5,1963.4,1916.95,1954.55,80904072
14-Jan-05,1954.9,1961.4,1922.85,1931.1,86211083
17-Jan-05,1931.75,1944.55,1902.45,1932.9,82253062
18-Jan-05,1933.05,1956.95,1925.35,1934.05,91873146
19-Jan-05,1934.1,1945.65,1922.35,1926.65,94221284
20-Jan-05,1928.1,1940.95,1900.05,1925.3,96601275
24-Jan-05,1925.3,1932.75,1902.9,1909,74819372
25-Jan-05,1908.85,1934.25,1894.4,1931.85,88566262
27-Jan-05,1931.9,1961.75,1929,1955,135722670
28-Jan-05,1955.25,2014.25,1950.85,2008.3,106730397
31-Jan-05,2008.45,2060.4,2006.35,2057.6,137984563
01-Feb-05,2057.75,2072.5,2045.25,2059.85,135567534
02-Feb-05,2062.15,2074.5,2045.5,2052.25,89992221
03-Feb-05,2052.35,2083.75,2052.35,2079.45,78096873
04-Feb-05,2079.4,2099.2,2060.8,2077.95,79164167
07-Feb-05,2097.45,2098,2049.85,2055.1,62127314
08-Feb-05,2055,2065,2043.6,2055.15,74190476
09-Feb-05,2055.2,2077.7,2055.2,2070,68237793
10-Feb-05,2070.1,2075.1,2049.85,2063.35,69893469
11-Feb-05,2063.35,2084.5,2063.35,2082.05,84987297
14-Feb-05,2083.05,2110.15,2083.05,2098.25,86445194
15-Feb-05,2098.25,2101.6,2081.2,2089.95,60938189
16-Feb-05,2090,2103.4,2059.45,2068.8,68533655
17-Feb-05,2069.1,2069.15,2045.85,2061.9,63853254
18-Feb-05,2062.45,2076.7,2048.85,2055.55,63673961
21-Feb-05,2055.15,2065.75,2039.9,2043.2,46917742
22-Feb-05,2043.4,2061.65,2036.6,2058.4,51898487
23-Feb-05,2058.7,2065.15,2051.35,2057.1,52493127
24-Feb-05,2057.75,2070.5,2052.4,2055.3,76500198
25-Feb-05,2057.3,2081.85,2051.2,2060.9,66309002
28-Feb-05,2061.2,2106.2,2047.7,2103.25,103139340
01-Mar-05,2103.1,2115.1,2073.8,2084.4,71289743
02-Mar-05,2084.6,2096.35,2080.55,2093.25,78599088
03-Mar-05,2093.4,2132.75,2093.35,2128.85,84295271
04-Mar-05,2129.1,2152.75,2129.1,2148.15,78283092
07-Mar-05,2148.25,2166.85,2143.05,2160.1,86791264
08-Mar-05,2160.65,2173.85,2154,2168.95,78378567
09-Mar-05,2169.1,2183.45,2141.35,2160.8,81074126
10-Mar-05,2160.85,2170.2,2145.75,2167.4,61889887
11-Mar-05,2167.7,2182.1,2148.7,2154,70474058
14-Mar-05,2153.8,2164.15,2140.9,2146.35,73875042
15-Mar-05,2146.55,2151.35,2122,2128.95,60049989
16-Mar-05,2129.35,2158.9,2121.1,2125.55,75512834
17-Mar-05,2123.95,2126.55,2090.45,2098.5,62045976
18-Mar-05,2097.75,2112.25,2077.2,2109.15,83945077
21-Mar-05,2117.95,2124.8,2089.35,2096.6,62125033
22-Mar-05,2096.75,2099,2056.5,2061.6,57631155
23-Mar-05,2061.2,2067.45,2019.85,2026.4,91449560
24-Mar-05,2026.6,2042.45,2007.35,2015.4,70928621
28-Mar-05,2015.75,2046.85,2015.25,2029.45,51850957
29-Mar-05,2029.4,2032.65,1971.55,1983.85,69687568
30-Mar-05,1983.65,2000.45,1971.15,1993.7,69953686
31-Mar-05,1994.5,2043.6,1994.5,2035.65,91752570
01-Apr-05,2035.9,2071.2,2024.25,2067.65,63209440
04-Apr-05,2067.65,2076.6,2054.9,2063.4,64426298
05-Apr-05,2063.2,2077.95,2043.7,2052.55,54691988
06-Apr-05,2054,2073.1,2051.3,2069.3,53943729
07-Apr-05,2069.15,2084.9,2048.05,2052.85,48150317
08-Apr-05,2053.05,2057.5,2024.8,2031.2,42153310
11-Apr-05,2032.75,2033,2001.85,2008.2,38487508
12-Apr-05,2002.75,2027.8,2002.75,2024.95,35572259
13-Apr-05,2024.9,2038.85,2018.1,2025.45,44910337
15-Apr-05,2022.5,2022.5,1952.75,1956.3,64717231
18-Apr-05,1955.5,1959.25,1914.85,1927.8,70752264
19-Apr-05,1927.9,1961.15,1902.8,1909.4,61369260
20-Apr-05,1908.5,1941.85,1902.9,1929.7,74597233
21-Apr-05,1930.5,1950,1911.4,1948.55,58531700
22-Apr-05,1950.6,1972.95,1950,1967.35,55286066
25-Apr-05,1968.45,1974.2,1952.4,1970.95,53653518
26-Apr-05,1971.05,1972.85,1951.8,1957.1,51302647
27-Apr-05,1959.45,1962.2,1930.35,1935.4,62035956
28-Apr-05,1935.65,1950.25,1921.05,1941.3,82325185
29-Apr-05,1943.2,1943.2,1896.3,1902.5,64304715
02-May-05,1903.1,1925.6,1898.15,1916.75,60560833
03-May-05,1916.95,1940.1,1911,1920.7,51921972
04-May-05,1920.5,1944.45,1920.15,1942.6,48177637
05-May-05,1942.6,1973.35,1942.05,1963.3,53020698
06-May-05,1962.3,1984.4,1947.3,1977.5,52715637
09-May-05,1978.05,2003.15,1978.05,2000.75,51489665
10-May-05,2001,2007.8,1989.1,1994.3,56034583
11-May-05,1990.55,1991.85,1975.05,1985.95,44567833
12-May-05,1985.95,1999.85,1981.95,1993.15,36125196
13-May-05,1992.5,1992.75,1978.9,1988.3,36652241
16-May-05,1991.5,2014.95,1989.7,2012.6,38016370
17-May-05,2013.1,2024.6,1984.75,1990.8,48666725
18-May-05,1990.65,1990.95,1964.65,1982.75,51569522
19-May-05,1983.15,2008.35,1983.15,1990.85,42626009
20-May-05,1991.85,1998.2,1975.95,1992.4,41636877
23-May-05,1992.1,2019.35,1991.7,2013.9,37691431
24-May-05,2016,2031.9,2009.55,2028.6,56757502
25-May-05,2028.55,2047.45,2019,2043.85,76579699
26-May-05,2043.5,2078.65,2025.65,2074.7,88187689
27-May-05,2073.25,2099.35,2069.5,2076.4,73791013
30-May-05,2076.55,2086.85,2064.85,2072.4,54670426
31-May-05,2072.5,2091.75,2066.55,2087.55,45872849
01-Jun-05,2087.8,2097.6,2081.2,2087.55,58896370
02-Jun-05,2087.85,2093.45,2062.55,2064.65,50472017
03-Jun-05,2064.1,2097.25,2061.35,2094.25,52180109
04-Jun-05,2094.1,2098.1,2087,2092.35,22469509
06-Jun-05,2092,2109.1,2087.4,2092.8,42744602
07-Jun-05,2091.95,2102.85,2084.35,2098.15,36007293
08-Jun-05,2094.7,2115.25,2094.05,2112.4,49625237
09-Jun-05,2112.25,2118.65,2097.55,2103.2,53924493
10-Jun-05,2103.45,2133.1,2086.3,2090.6,49033630
13-Jun-05,2090.7,2106.65,2081.7,2102.75,38787661
14-Jun-05,2103.65,2113.85,2098.7,2112.35,38606690
15-Jun-05,2110.5,2131.95,2110.35,2128.65,44576500
16-Jun-05,2128.3,2135.1,2114.55,2123.7,65288983
17-Jun-05,2123.6,2131.75,2103.9,2123.4,43861852
20-Jun-05,2130.8,2150.25,2124.65,2144.35,92370554
21-Jun-05,2144.75,2173.25,2140.15,2170,68986654
22-Jun-05,2167.8,2196.45,2167.35,2187.35,87458824
23-Jun-05,2187.35,2192.1,2174.05,2183.85,62648424
24-Jun-05,2184,2204.45,2162.95,2194.35,57555948
27-Jun-05,2194.35,2219.65,2188.15,2199.8,93011396
28-Jun-05,2199.8,2206.8,2165.9,2169.85,73416302
29-Jun-05,2170.2,2194.25,2162,2191.65,58638570
30-Jun-05,2191.55,2226.15,2189.45,2220.6,82212701
01-Jul-05,2220.45,2220.55,2198.9,2211.9,54585383
04-Jul-05,2212.05,2232.2,2211.4,2230.65,49155821
05-Jul-05,2231.2,2238.6,2205.1,2210.75,55515957
06-Jul-05,2211.35,2232.65,2211.3,2228.2,51427929
07-Jul-05,2228.3,2235.8,2171.25,2179.4,60514945
08-Jul-05,2183.55,2210.7,2179.05,2196.2,48318799
11-Jul-05,2195.55,2224.65,2195.55,2218.85,54405573
12-Jul-05,2219.1,2233.2,2191.7,2220.8,71608159
13-Jul-05,2221.45,2234.15,2200.05,2204.05,74227393
14-Jul-05,2204.4,2212.55,2178.6,2185.1,65035973
15-Jul-05,2185.1,2216.5,2181.85,2212.55,57478017
18-Jul-05,2212.95,2248.7,2212.95,2234,55018172
19-Jul-05,2234.25,2246.7,2227.2,2237.3,51111855
20-Jul-05,2236.9,2252,2236.9,2241.9,56890570
21-Jul-05,2240.95,2251.85,2221.2,2230.5,60766699
22-Jul-05,2231,2268.55,2223.15,2265.6,57710283
25-Jul-05,2266.65,2293.95,2266.65,2291.75,81357219
26-Jul-05,2289.25,2307.1,2279.8,2303.15,98680238
